Algeria,DZA,53,Daily ICU occupancy per million,0.403
Algeria,DZA,54,Daily ICU occupancy per million,0.314
Algeria,DZA,55,Daily ICU occupancy per million,0.403
Algeria,DZA,56,Daily ICU occupancy per million,0.269
Algeria,DZA,57,Daily ICU occupancy per million,0.314
Algeria,DZA,58,Daily ICU occupancy per million,0.247
Algeria,DZA,59,Daily ICU occupancy per million,0.291
Algeria,DZA,60,Daily ICU occupancy per million,0.291
Algeria,DZA,61,Daily ICU occupancy per million,0.336
Algeria,DZA,62,Daily ICU occupancy per million,0.247
Algeria,DZA,63,Daily ICU occupancy per million,0.314
Algeria,DZA,64,Daily ICU occupancy per million,0.291
Algeria,DZA,65,Daily ICU occupancy per million,0.247
Algeria,DZA,66,Daily ICU occupancy per million,0.314
Algeria,DZA,67,Daily ICU occupancy per million,0.291
Algeria,DZA,68,Daily ICU occupancy per million,0.224
Algeria,DZA,69,Daily ICU occupancy per million,0.247
Algeria,DZA,70,Daily ICU occupancy per million,0.224
Algeria,DZA,71,Daily ICU occupancy per million,0.179
Algeria,DZA,72,Daily ICU occupancy per million,0.134
Algeria,DZA,73,Daily ICU occupancy per million,0.134
Algeria,DZA,74,Daily ICU occupancy per million,0.157
Algeria,DZA,75,Daily ICU occupancy per million,0.179
Algeria,DZA,76,Daily ICU occupancy per million,0.134
Algeria,DZA,77,Daily ICU occupancy per million,0.112
Algeria,DZA,78,Daily ICU occupancy per million,0.157
Algeria,DZA,79,Daily ICU occupancy per million,0.157
Algeria,DZA,80,Daily ICU occupancy per million,0.134
Algeria,DZA,81,Daily ICU occupancy per million,0.157
Algeria,DZA,82,Daily ICU occupancy per million,0.134
Algeria,DZA,83,Daily ICU occupancy per million,0.112
Algeria,DZA,84,Daily ICU occupancy per million,0.224
Algeria,DZA,85,Daily ICU occupancy per million,0.112
Algeria,DZA,86,Daily ICU occupancy per million,0.112
Algeria,DZA,87,Daily ICU occupancy per million,0.134
Algeria,DZA,88,Daily ICU occupancy per million,0.112
Algeria,DZA,89,Daily ICU occupancy per million,0.112
Algeria,DZA,90,Daily ICU occupancy per million,0.134
Algeria,DZA,91,Daily ICU occupancy per million,0.134
Algeria,DZA,92,Daily ICU occupancy per million,0.134
Algeria,DZA,93,Daily ICU occupancy per million,0.134
Algeria,DZA,94,Daily ICU occupancy per million,0.134
Algeria,DZA,95,Daily ICU occupancy per million,0.09
Algeria,DZA,96,Daily ICU occupancy per million,0.112
Algeria,DZA,97,Daily ICU occupancy per million,0.067
Algeria,DZA,98,Daily ICU occupancy per million,0.067
Algeria,DZA,99,Daily ICU occupancy per million,0.09
Algeria,DZA,100,Daily ICU occupancy per million,0.067
Algeria,DZA,101,Daily ICU occupancy per million,0.045
Algeria,DZA,102,Daily ICU occupancy per million,0.045
Algeria,DZA,103,Daily ICU occupancy per million,0.022
Algeria,DZA,104,Daily ICU occupancy per million,0.022
Algeria,DZA,105,Daily ICU occupancy per million,0.022
Algeria,DZA,106,Daily ICU occupancy per million,0.022
Algeria,DZA,107,Daily ICU occupancy per million,0.022
Algeria,DZA,108,Daily ICU occupancy per million,0.022
Algeria,DZA,109,Daily ICU occupancy per million,0.022
